AvgSpeed,BCFG,BR,Cool,DZ,Date,Depth,DewPoint,FG,FG+,FU,GR,HZ,Heat,MIFG,PrecipTotal,RA,ResultDir,ResultSpeed,SN,SQ,SeaLevel,SnowFall,StationNum,StnPressure,Sunrise,Sunset,TS,TSRA,Tavg,Tmax,Tmin,VCFG,VCTS,WetBulb
10.3,0,0,5.0,0,2010-08-25,0.0,51,0,0,0,,0,0.0,0.0,0.0,0,32,9.8,0,0,30.08,0.0,1,29.38,510.0,1839.0,0,0,70.0,79,61,,0,59.0
5.2,0,0,4.0,0,2010-08-26,0.0,52,0,0,0,,0,0.0,0.0,0.0,0,6,0.8,0,0,30.16,0.0,1,29.44,511.0,1837.0,0,0,69.0,79,59,,0,59.0
9.0,0,0,8.0,0,2010-08-27,0.0,56,0,0,0,,0,0.0,0.0,0.0,0,21,8.6,0,0,30.11,0.0,1,29.39,512.0,1835.0,0,0,73.0,86,59,,0,63.0
10.8,0,0,12.0,0,2010-08-28,0.0,54,0,0,0,,0,0.0,0.0,0.0,0,19,10.5,0,0,30.08,0.0,1,29.36,513.0,1834.0,0,0,77.0,88,65,,0,63.0
11.4,0,0,18.0,0,2010-08-29,0.0,66,0,0,0,,0,0.0,0.0,0.0,0,19,10.6,0,0,30.1,0.0,1,29.39,514.0,1832.0,0,0,83.0,94,71,,0,71.0
14.5,0,0,16.0,0,2010-08-30,0.0,67,0,0,0,,0,0.0,0.0,0.0,0,19,14.1,0,0,30.13,0.0,1,29.39,515.0,1831.0,0,0,81.0,88,74,,0,72.0
15.0,0,0,19.0,0,2010-08-31,0.0,68,0,0,0,,0,0.0,0.0,0.0,0,20,14.7,0,0,30.01,0.0,1,29.28,516.0,1829.0,0,0,84.0,93,75,,0,73.0
7.3,0,0,11.0,0,2010-09-01,0.0,68,0,0,0,,0,0.0,0.0,0.17,1,23,6.2,0,0,29.91,0.0,1,29.21,517.0,1827.0,0,0,76.0,81,71,,0,70.0
6.9,0,1,9.0,0,2010-09-02,0.0,68,0,0,0,,0,0.0,0.0,1.55,1,21,5.6,0,0,29.81,0.0,1,29.09,518.0,1826.0,0,0,74.0,83,65,,0,70.0
15.7,0,0,0.0,0,2010-09-03,0.0,52,0,0,0,,0,2.0,0.0,0.001,0,28,15.3,0,0,29.82,0.0,1,29.11,519.0,1824.0,0,0,63.0,70,56,,0,57.0
11.9,0,0,0.0,0,2010-09-04,0.0,44,0,0,0,,0,5.0,0.0,0.001,0,29,11.3,0,0,29.96,0.0,1,29.25,520.0,1822.0,0,0,60.0,68,51,,0,51.0
9.0,0,0,0.0,0,2010-09-05,0.0,50,0,0,0,,0,2.0,0.0,0.001,1,20,7.9,0,0,29.95,0.0,1,29.21,521.0,1821.0,0,0,63.0,76,49,,0,56.0
14.9,0,0,9.0,0,2010-09-06,0.0,52,0,0,0,,0,0.0,0.0,0.001,0,20,14.2,0,0,29.83,0.0,1,29.12,522.0,1819.0,0,0,74.0,82,66,,0,61.0
18.8,0,0,3.0,0,2010-09-07,0.0,49,0,0,0,,0,0.0,0.0,0.0,0,25,17.4,0,0,29.9,0.0,1,29.21,523.0,1817.0,0,0,68.0,77,58,,0,58.0
6.5,0,0,0.0,0,2010-09-08,0.0,48,0,0,0,,0,4.0,0.0,0.0,0,32,3.9,0,0,30.09,0.0,1,29.39,524.0,1815.0,0,0,61.0,71,51,,0,54.0
6.5,0,0,0.0,0,2010-09-09,0.0,49,0,0,0,,0,6.0,0.0,0.0,0,3,5.7,0,0,30.09,0.0,1,29.36,525.0,1814.0,0,0,59.0,67,50,,0,54.0
9.4,0,0,0.0,0,2010-09-10,0.0,51,0,0,0,,0,1.0,0.0,0.0,0,9,8.3,0,0,29.98,0.0,1,29.24,526.0,1812.0,0,0,64.0,72,55,,0,58.0
9.4,0,1,2.0,0,2010-09-11,0.0,55,0,0,0,,0,0.0,0.0,0.24,1,24,1.9,0,0,29.87,0.0,1,29.15,527.0,1810.0,0,0,67.0,75,58,,0,59.0
7.9,0,0,4.0,0,2010-09-12,0.0,51,0,0,0,,0,0.0,0.0,0.0,0,26,7.5,0,0,30.0,0.0,1,29.29,528.0,1809.0,0,0,69.0,83,54,,0,59.0
6.1,0,0,5.0,0,2010-09-13,0.0,50,0,0,0,,0,0.0,0.0,0.0,0,31,4.9,0,0,30.01,0.0,1,29.29,529.0,1807.0,0,0,70.0,82,57,,0,59.0
4.9,0,0,1.0,0,2010-09-14,0.0,49,0,0,0,,0,0.0,0.0,0.0,0,5,3.8,0,0,30.1,0.0,1,29.38,530.0,1805.0,0,0,66.0,77,54,,0,57.0
9.1,0,0,2.0,0,2010-09-15,0.0,54,0,0,0,,0,0.0,0.0,0.001,0,12,7.6,0,0,30.01,0.0,1,29.25,531.0,1803.0,0,0,67.0,75,59,,0,60.0
11.4,0,0,0.0,0,2010-09-16,0.0,56,0,0,0,,0,4.0,0.0,0.16,1,33,6.6,0,0,29.88,0.0,1,29.19,532.0,1760.0,0,0,61.0,69,53,,0,59.0
4.5,0,0,0.0,0,2010-09-17,0.0,50,0,0,0,,0,3.0,0.0,0.0,0,19,3.8,0,0,30.07,0.0,1,29.36,533.0,1758.0,0,0,62.0,74,49,,0,56.0
6.5,0,1,0.0,0,2010-09-18,0.0,55,0,0,0,,0,3.0,0.0,0.35,1,3,3.9,0,0,30.13,0.0,1,29.42,535.0,1756.0,1,1,62.0,65,58,,0,58.0
7.9,0,0,0.0,0,2010-09-19,0.0,49,0,0,0,,0,4.0,0.0,0.001,1,4,7.1,0,0,30.18,0.0,1,29.46,536.0,1755.0,0,0,61.0,67,55,,0,55.0
6.6,0,0,4.0,0,2010-09-20,0.0,60,0,0,0,,0,0.0,0.0,0.001,0,12,4.5,0,0,30.04,0.0,1,29.29,537.0,1753.0,0,0,69.0,75,62,,0,63.0
11.6,0,0,13.0,0,2010-09-21,0.0,64,0,0,0,,0,0.0,0.0,0.05,1,22,10.8,0,0,29.87,0.0,1,29.16,538.0,1751.0,1,1,78.0,88,68,,0,68.0
6.0,0,0,4.0,0,2010-09-22,0.0,61,0,0,0,,0,0.0,0.0,0.0,0,6,2.8,0,0,30.02,0.0,1,29.31,539.0,1749.0,0,0,69.0,74,63,,0,63.0
17.1,0,0,12.0,0,2010-09-23,0.0,62,0,0,0,,0,0.0,0.0,0.0,0,20,16.6,0,0,29.88,0.0,1,29.15,540.0,1748.0,0,0,77.0,89,65,,0,68.0
17.3,0,1,3.0,0,2010-09-24,0.0,54,0,0,0,,0,0.0,0.0,0.26,1,25,15.6,0,0,29.88,0.0,1,29.18,541.0,1746.0,0,0,68.0,80,56,,0,59.0
8.9,0,0,0.0,0,2010-09-25,0.0,43,0,0,0,,0,9.0,0.0,0.0,0,36,6.8,0,0,30.11,0.0,1,29.4,542.0,1744.0,0,0,56.0,60,52,,0,49.0
10.1,0,0,0.0,0,2010-09-26,0.0,45,0,0,0,,0,10.0,0.0,0.001,1,2,9.5,0,0,30.13,0.0,1,29.4,543.0,1742.0,0,0,55.0,60,50,,0,49.0
4.9,0,0,0.0,0,2010-09-27,0.0,45,0,0,0,,0,8.0,0.0,0.0,0,2,1.4,0,0,29.95,0.0,1,29.18,544.0,1741.0,0,0,57.0,65,48,,0,50.0
3.7,0,0,0.0,0,2010-09-28,0.0,45,0,0,0,,0,6.0,0.0,0.0,0,2,2.5,0,0,29.8,0.0,1,29.07,545.0,1739.0,0,0,59.0,71,46,,0,52.0
5.7,0,0,0.0,0,2010-09-29,0.0,48,0,0,0,,0,1.0,0.0,0.0,0,22,5.4,0,0,29.81,0.0,1,29.09,546.0,1737.0,0,0,64.0,75,52,,0,55.0
9.3,0,0,0.0,0,2010-09-30,0.0,49,0,0,0,,0,2.0,0.0,0.0,0,36,8.3,0,0,29.93,0.0,1,29.23,547.0,1735.0,0,0,63.0,74,52,,0,55.0
6.2,0,1,0.0,0,2010-10-01,0.0,44,0,0,0,,0,4.0,0.0,0.08,1,29,4.2,0,0,30.04,0.0,1,29.31,548.0,1734.0,0,0,61.0,73,48,,0,52.0
15.4,0,0,0.0,0,2010-10-02,0.0,41,0,0,0,,0,14.0,0.0,0.26,1,36,15.2,0,0,30.18,0.0,1,29.47,549.0,1732.0,0,0,51.0,57,45,,0,46.0
11.3,0,0,0.0,0,2010-10-03,0.0,39,0,0,0,,0,16.0,0.0,0.08,1,1,10.3,0,0,30.36,0.0,1,29.64,550.0,1730.0,0,0,49.0,56,42,,0,44.0
3.6,0,0,0.0,0,2010-10-04,0.0,39,0,0,0,,0,16.0,0.0,0.0,0,2,2.4,0,0,30.38,0.0,1,29.65,552.0,1729.0,0,0,49.0,60,38,,0,45.0
3.5,0,0,0.0,0,2010-10-05,0.0,38,0,0,0,,0,11.0,0.0,0.0,0,32,1.3,0,0,30.33,0.0,1,29.59,553.0,1727.0,0,0,54.0,68,39,,0,46.0
7.9,0,0,0.0,0,2010-10-06,0.0,44,0,0,0,,0,3.0,0.0,0.0,0,28,7.0,0,0,30.07,0.0,1,29.33,554.0,1725.0,0,0,62.0,78,46,,0,53.0
6.2,0,0,0.0,0,2010-10-07,0.0,39,0,0,0,,0,2.0,0.0,0.0,0,30,5.8,0,0,30.08,0.0,1,29.36,555.0,1724.0,0,0,63.0,76,49,,0,50.0
7.3,0,0,0.0,0,2010-10-08,0.0,40,0,0,0,,0,1.0,0.0,0.0,0,24,7.0,0,0,30.03,0.0,1,29.31,556.0,1722.0,0,0,64.0,79,48,,0,52.0
3.6,0,0,6.0,0,2010-10-09,0.0,52,0,0,0,,0,0.0,0.0,0.0,0,24,2.5,0,0,29.98,0.0,1,29.25,557.0,1720.0,0,0,71.0,86,55,,0,59.0
4.1,0,0,6.0,0,2010-10-10,0.0,50,0,0,0,,0,0.0,0.0,0.0,0,25,4.0,0,0,29.89,0.0,1,29.16,558.0,1719.0,0,0,71.0,84,57,,0,59.0
4.0,0,0,3.0,0,2010-10-11,0.0,52,0,0,0,,0,0.0,0.0,0.0,0,3,2.2,0,0,29.83,0.0,1,29.12,559.0,1717.0,0,0,68.0,82,54,,0,58.0
3.9,0,0,0.0,0,2010-10-12,0.0,54,0,0,0,,0,1.0,0.0,0.0,0,6,3.3,0,0,29.92,0.0,1,29.21,600.0,1715.0,0,0,64.0,76,52,,0,58.0
8.6,0,0,0.0,0,2010-10-13,0.0,46,0,0,0,,0,8.0,0.0,0.1,1,35,7.2,0,0,30.06,0.0,1,29.35,602.0,1714.0,1,1,57.0,66,47,,0,52.0
9.2,0,0,0.0,0,2010-10-14,0.0,32,0,0,0,,0,10.0,0.0,0.0,0,27,7.2,0,0,29.96,0.0,1,29.21,603.0,1712.0,0,0,55.0,66,43,,0,45.0
8.1,0,0,0.0,0,2010-10-15,0.0,41,0,0,0,,0,11.0,0.0,0.0,0,1,6.4,0,0,30.06,0.0,1,29.34,604.0,1711.0,0,0,54.0,63,44,,0,47.0
9.1,0,1,0.0,0,2010-10-16,0.0,39,0,0,0,,0,9.0,0.0,0.0,0,23,8.0,0,0,30.04,0.0,1,29.31,605.0,1709.0,0,0,56.0,71,40,,0,48.0
5.4,0,0,0.0,0,2010-10-17,0.0,36,0,0,0,,0,9.0,0.0,0.0,0,1,3.7,0,0,30.08,0.0,1,29.35,606.0,1707.0,0,0,56.0,65,47,,0,46.0
6.2,0,0,0.0,0,2010-10-18,0.0,40,0,0,0,,0,13.0,0.0,0.0,0,4,5.0,0,0,30.02,0.0,1,29.29,607.0,1706.0,0,0,52.0,61,43,,0,47.0
7.2,0,0,0.0,0,2010-10-19,0.0,35,0,0,0,,0,15.0,0.0,0.0,0,27,6.1,0,0,29.98,0.0,1,29.23,608.0,1704.0,0,0,50.0,60,39,,0,43.0
12.1,0,0,0.0,0,2010-10-20,0.0,35,0,0,0,,0,8.0,0.0,0.001,0,26,10.2,0,0,29.76,0.0,1,29.03,610.0,1703.0,0,0,57.0,70,44,,0,46.0
10.0,0,0,0.0,0,2010-10-21,0.0,30,0,0,0,,0,18.0,0.0,0.0,0,30,9.4,0,0,29.96,0.0,1,29.25,611.0,1701.0,0,0,47.0,56,38,,0,40.0
6.5,0,0,0.0,0,2010-10-22,0.0,31,0,0,0,,0,16.0,0.0,0.02,0,21,5.8,0,0,30.07,0.0,1,29.34,612.0,1660.0,0,0,49.0,64,33,,0,42.0
11.4,0,1,0.0,0,2010-10-23,0.0,47,0,0,0,,0,5.0,0.0,0.1,1,21,10.0,0,0,29.94,0.0,1,29.2,613.0,1658.0,0,0,60.0,65,54,,0,53.0
9.6,0,1,0.0,0,2010-10-24,0.0,53,0,0,0,,0,2.0,0.0,0.05,1,21,8.4,0,0,29.74,0.0,1,28.98,614.0,1657.0,0,0,63.0,72,54,,0,57.0
12.4,0,1,0.0,0,2010-10-25,0.0,56,0,0,0,,0,1.0,0.0,0.0,0,19,11.6,0,0,29.5,0.0,1,28.74,616.0,1656.0,0,0,64.0,72,56,,0,60.0
26.3,0,1,0.0,0,2010-10-26,0.0,47,0,0,0,,0,3.0,0.0,0.24,1,21,24.1,0,0,29.25,0.0,1,28.55,617.0,1654.0,0,0,62.0,70,54,,0,53.0
23.2,0,0,0.0,0,2010-10-27,0.0,32,0,0,0,,0,11.0,0.0,0.0,0,24,21.8,0,0,29.59,0.0,1,28.92,618.0,1653.0,0,0,54.0,65,43,,0,44.0
14.1,0,0,0.0,0,2010-10-28,0.0,31,0,0,0,,0,22.0,0.0,0.001,0,28,13.7,0,0,30.1,0.0,1,29.43,619.0,1651.0,0,0,43.0,46,39,,0,38.0
8.9,0,0,0.0,0,2010-10-29,0.0,27,0,0,0,,0,24.0,0.0,0.0,0,24,6.2,0,0,30.24,0.0,1,29.48,620.0,1650.0,0,0,41.0,50,31,,0,36.0
13.3,0,0,0.0,0,2010-10-30,0.0,32,0,0,0,,0,12.0,0.0,0.0,0,25,6.5,0,0,29.88,0.0,1,29.14,622.0,1649.0,0,0,53.0,63,42,,0,42.0
6.9,0,0,0.0,0,2010-10-31,0.0,30,0,0,0,,0,21.0,0.0,0.0,0,1,5.8,0,0,30.2,0.0,1,29.49,623.0,1647.0,0,0,44.0,52,36,,0,38.0
11.9,0,0,0.0,0,2011-05-01,0.0,37,0,0,0,,0,10.0,0.0,0.0,0,26,11.4,0,0,29.95,0.0,1,29.26,448.0,1849.0,0,0,55.0,63,47,,0,47.0
9.9,0,0,0.0,0,2011-05-02,0.0,31,0,0,0,,0,14.0,0.0,0.0,0,36,5.3,0,0,30.17,0.0,1,29.46,447.0,1850.0,0,0,51.0,59,42,,0,42.0
7.6,0,0,0.0,0,2011-05-03,0.0,31,0,0,0,,0,21.0,0.0,0.001,1,3,6.7,0,0,30.23,0.0,1,29.5,446.0,1851.0,0,0,44.0,50,37,,0,38.0
7.6,0,0,0.0,0,2011-05-04,0.0,29,0,0,0,,0,17.0,0.0,0.0,0,3,4.6,0,0,30.37,0.0,1,29.63,444.0,1852.0,0,0,48.0,59,37,,0,40.0
11.5,0,1,0.0,0,2011-05-05,0.0,40,0,0,0,,0,16.0,0.0,0.06,1,20,10.9,0,0,30.12,0.0,1,29.33,443.0,1853.0,0,0,49.0,63,35,,0,46.0
7.8,0,0,0.0,0,2011-05-06,0.0,39,0,0,0,,0,9.0,0.0,0.001,1,28,6.8,0,0,29.87,0.0,1,29.11,442.0,1855.0,0,0,56.0,68,44,,0,48.0
6.9,0,0,0.0,0,2011-05-07,0.0,44,0,0,0,,0,13.0,0.0,0.001,0,5,5.1,0,0,29.85,0.0,1,29.13,441.0,1856.0,0,0,52.0,60,43,,0,48.0
7.2,0,0,0.0,0,2011-05-08,0.0,43,0,0,0,,0,11.0,0.0,0.0,0,6,6.6,0,0,29.98,0.0,1,29.27,439.0,1857.0,0,0,54.0,68,39,,0,49.0
14.7,0,0,0.0,0,2011-05-09,0.0,45,0,0,0,,0,5.0,0.0,0.001,1,11,14.3,0,0,29.89,0.0,1,29.15,438.0,1858.0,0,0,60.0,73,47,,0,53.0
8.6,0,0,11.0,0,2011-05-10,0.0,61,0,0,0,,0,0.0,0.0,0.0,0,14,6.2,0,0,29.72,0.0,1,29.0,437.0,1859.0,0,0,76.0,90,62,,0,66.0
6.6,0,1,10.0,0,2011-05-11,0.0,66,0,0,0,,1,0.0,0.0,0.13,1,14,3.5,0,0,29.8,0.0,1,29.1,436.0,1860.0,1,1,75.0,87,63,,0,68.0
8.1,0,1,7.0,0,2011-05-12,0.0,63,0,0,0,,0,0.0,0.0,0.29,1,19,5.6,0,0,29.79,0.0,1,29.08,435.0,1901.0,1,1,72.0,86,58,,0,66.0
11.0,0,1,0.0,0,2011-05-13,0.0,54,0,0,0,,0,3.0,0.0,0.02,1,3,10.1,0,0,29.73,0.0,1,29.0,434.0,1902.0,0,0,62.0,77,47,,0,56.0
16.9,0,1,0.0,0,2011-05-14,0.0,47,0,0,0,,0,16.0,0.0,0.31,1,2,16.7,0,0,29.73,0.0,1,29.01,433.0,1903.0,0,0,49.0,53,45,,0,48.0
21.4,0,1,0.0,0,2011-05-15,0.0,36,0,0,0,,0,21.0,0.0,0.31,1,2,21.4,0,0,29.86,0.0,1,29.15,432.0,1904.0,0,0,44.0,46,41,,0,41.0
13.9,0,0,0.0,0,2011-05-16,0.0,30,0,0,0,,0,20.0,0.0,0.0,0,2,13.5,0,0,30.01,0.0,1,29.28,431.0,1905.0,0,0,45.0,52,37,,0,40.0
12.7,0,0,0.0,0,2011-05-17,0.0,33,0,0,0,,0,15.0,0.0,0.0,0,3,12.2,0,0,29.96,0.0,1,29.21,430.0,1906.0,0,0,50.0,60,40,,0,43.0
7.1,0,1,0.0,1,2011-05-18,0.0,48,0,0,0,,0,12.0,0.0,0.07,1,2,6.2,0,0,29.89,0.0,1,29.16,429.0,1907.0,0,0,53.0,57,49,,0,49.0
5.8,0,1,0.0,0,2011-05-19,0.0,53,0,0,0,,1,4.0,0.0,0.0,0,2,3.6,0,0,30.0,0.0,1,29.29,428.0,1908.0,0,0,61.0,72,49,,0,56.0
6.0,0,1,0.0,0,2011-05-20,0.0,54,0,0,0,,0,3.0,0.0,0.0,0,6,5.5,0,0,30.03,0.0,1,29.3,427.0,1909.0,0,0,62.0,73,50,,0,57.0
8.1,0,1,0.0,0,2011-05-21,0.0,59,0,0,0,,0,2.0,0.0,0.01,0,15,7.0,0,0,29.87,0.0,1,29.13,426.0,1910.0,0,0,63.0,75,50,,0,62.0
11.4,0,1,9.0,0,2011-05-22,0.0,60,0,0,0,,0,0.0,0.0,0.58,1,19,10.3,0,0,29.7,0.001,1,28.95,425.0,1911.0,1,1,74.0,87,61,,0,64.0
11.3,0,0,5.0,0,2011-05-23,0.0,59,0,0,0,,0,0.0,0.0,0.001,0,25,10.0,0,0,29.62,0.0,1,28.92,425.0,1912.0,0,0,70.0,79,60,,0,64.0
12.4,0,0,0.0,0,2011-05-24,0.0,47,0,0,0,,0,8.0,0.0,0.11,0,4,12.0,0,0,29.86,0.0,1,29.15,424.0,1913.0,0,0,57.0,66,47,,0,51.0
11.7,0,1,0.0,0,2011-05-25,0.0,52,0,0,0,,0,8.0,0.0,2.24,1,3,10.7,0,0,29.67,0.0,1,28.92,423.0,1914.0,1,1,57.0,67,47,,0,53.0
17.8,0,1,0.0,0,2011-05-26,0.0,40,0,0,0,,0,19.0,0.0,1.06,1,2,17.7,0,0,29.84,0.0,1,29.15,422.0,1915.0,0,0,46.0,49,43,,0,43.0
8.7,0,0,0.0,0,2011-05-27,0.0,41,0,0,0,,0,16.0,0.0,0.001,1,5,7.3,0,0,29.93,0.0,1,29.21,422.0,1916.0,0,0,49.0,58,40,,0,46.0
6.7,0,1,0.0,0,2011-05-28,0.0,55,0,0,0,,0,8.0,0.0,0.12,1,18,6.0,0,0,29.83,0.0,1,29.1,421.0,1916.0,0,0,57.0,62,51,,0,55.0
5.7,0,1,0.0,0,2011-05-29,0.0,59,1,1,0,,0,4.0,0.0,1.88,1,11,3.6,0,0,29.86,0.0,1,29.16,421.0,1917.0,1,0,61.0,70,52,,0,60.0
12.8,0,0,7.0,0,2011-05-30,0.0,65,0,0,0,,0,0.0,0.0,0.0,0,20,12.4,0,0,29.97,0.0,1,29.26,420.0,1918.0,0,0,72.0,88,56,,0,69.0
13.2,0,0,12.0,0,2011-05-31,0.0,64,0,0,0,,0,0.0,0.0,0.08,0,22,12.4,0,0,30.04,0.0,1,29.34,420.0,1919.0,1,0,77.0,85,69,,0,68.0
10.5,0,0,5.0,0,2011-06-01,0.0,49,0,0,0,,0,0.0,0.0,0.0,0,27,10.7,0,0,30.17,0.0,1,29.44,419.0,1920.0,0,0,70.0,81,59,,0,59.0
9.4,0,0,0.0,0,2011-06-02,0.0,44,0,0,0,,0,2.0,0.0,0.02,1,6,9.0,0,0,30.19,0.0,1,29.45,419.0,1920.0,0,0,63.0,69,56,,0,53.0
11.5,0,0,6.0,0,2011-06-03,0.0,62,0,0,0,,0,0.0,0.0,0.01,0,17,10.8,0,0,30.04,0.0,1,29.31,418.0,1921.0,0,0,71.0,87,55,,0,67.0
8.5,0,0,13.0,0,2011-06-04,0.0,64,0,0,0,,0,0.0,0.0,0.18,1,26,1.4,0,0,30.02,0.0,1,29.31,418.0,1922.0,1,1,78.0,92,64,,0,68.0
5.4,0,0,8.0,0,2011-06-05,0.0,55,0,0,0,,0,0.0,0.0,0.001,0,7,3.1,0,0,30.08,0.0,1,29.36,417.0,1923.0,0,0,73.0,85,60,,0,62.0
9.7,0,0,12.0,0,2011-06-06,0.0,64,0,0,0,,0,0.0,0.0,0.0,0,20,8.5,0,0,29.89,0.0,1,29.15,417.0,1923.0,0,0,77.0,93,60,,0,69.0
10.6,0,0,21.0,0,2011-06-07,0.0,65,0,0,0,,0,0.0,0.0,0.0,0,23,10.3,0,0,29.82,0.0,1,29.11,417.0,1924.0,0,0,86.0,96,75,,0,72.0
13.4,0,0,16.0,0,2011-06-08,0.0,64,0,0,0,,0,0.0,0.0,0.17,1,24,11.6,0,0,29.81,0.0,1,29.13,417.0,1925.0,1,1,81.0,95,66,,0,71.0
12.5,0,1,0.0,0,2011-06-09,0.0,52,0,0,0,,0,5.0,0.0,0.93,1,4,8.0,0,0,30.0,0.001,1,29.28,416.0,1925.0,1,1,60.0,69,50,,0,55.0
8.0,0,1,0.0,0,2011-06-10,0.0,56,0,0,0,,1,5.0,0.0,0.52,1,3,6.4,0,0,29.94,0.0,1,29.21,416.0,1926.0,0,0,60.0,69,51,,0,57.0
5.7,0,1,0.0,1,2011-06-11,0.0,54,1,1,0,,0,8.0,0.0,0.03,1,5,4.7,0,0,29.95,0.0,1,29.24,416.0,1926.0,0,0,57.0,62,52,,0,55.0
8.9,0,1,0.0,0,2011-06-12,0.0,45,0,0,0,,0,8.0,0.0,0.0,0,3,8.3,0,0,30.1,0.0,1,29.38,416.0,1927.0,0,0,57.0,64,50,,0,52.0
7.8,0,0,0.0,0,2011-06-13,0.0,43,0,0,0,,0,2.0,0.0,0.0,0,6,7.5,0,0,30.11,0.0,1,29.39,416.0,1927.0,0,0,63.0,72,54,,0,53.0
8.6,0,0,0.0,0,2011-06-14,0.0,49,0,0,0,,0,0.0,0.0,0.0,0,9,7.8,0,0,30.01,0.0,1,29.25,416.0,1928.0,0,0,65.0,77,53,,0,56.0
11.2,0,1,0.0,0,2011-06-15,0.0,59,0,0,0,,0,1.0,0.0,0.8,1,15,9.2,0,0,29.73,0.0,1,29.0,416.0,1928.0,1,1,64.0,71,57,,0,61.0
7.5,0,1,6.0,0,2011-06-16,0.0,59,0,0,0,,0,0.0,0.0,0.04,1,29,5.5,0,0,29.76,0.0,1,29.05,416.0,1929.0,0,0,71.0,81,61,,0,63.0
6.6,0,0,6.0,0,2011-06-17,0.0,60,0,0,0,,0,0.0,0.0,0.0,0,6,5.8,0,0,29.83,0.0,1,29.13,416.0,1929.0,0,0,71.0,82,60,,0,64.0
6.4,0,0,8.0,0,2011-06-18,0.0,62,0,0,0,,0,0.0,0.0,0.0,0,6,4.6,0,0,29.82,0.0,1,29.1,416.0,1929.0,0,0,73.0,84,61,,0,65.0
5.2,0,0,7.0,0,2011-06-19,0.0,65,0,0,0,,0,0.0,0.0,0.0,0,11,4.1,0,0,29.75,0.0,1,29.03,416.0,1930.0,0,0,72.0,81,63,,0,68.0
8.1,0,1,7.0,0,2011-06-20,0.0,67,0,0,0,,0,0.0,0.0,0.18,1,16,6.2,0,0,29.72,0.0,1,29.01,416.0,1930.0,1,1,72.0,79,65,,0,69.0
12.1,0,1,13.0,0,2011-06-21,0.0,70,0,0,0,,0,0.0,0.0,0.45,1,18,11.5,0,1,29.64,0.0,1,28.92,416.0,1930.0,0,0,78.0,89,66,,0,72.0
13.4,0,0,4.0,0,2011-06-22,0.0,63,0,0,0,,0,0.0,0.0,0.02,1,21,12.6,0,0,29.59,0.0,1,28.89,417.0,1931.0,0,0,69.0,73,64,,0,65.0
12.7,0,1,2.0,0,2011-06-23,0.0,59,0,0,0,,0,0.0,0.0,0.01,1,26,11.4,0,0,29.6,0.0,1,28.9,417.0,1931.0,0,0,67.0,71,62,,0,62.0
9.6,0,0,0.0,0,2011-06-24,0.0,56,0,0,0,,0,1.0,0.0,0.0,0,29,9.4,0,0,29.76,0.0,1,29.08,417.0,1931.0,0,0,64.0,68,60,,0,59.0
4.6,0,0,4.0,0,2011-06-25,0.0,53,0,0,0,,0,0.0,0.0,0.0,0,10,2.5,0,0,29.92,0.0,1,29.21,417.0,1931.0,0,0,69.0,79,58,,0,60.0
6.9,0,0,4.0,0,2011-06-26,0.0,53,0,0,0,,0,0.0,0.0,0.0,0,9,5.8,0,0,29.94,0.0,1,29.23,418.0,1931.0,0,0,69.0,81,57,,0,60.0
10.8,0,0,8.0,0,2011-06-27,0.0,63,0,0,0,,1,0.0,0.0,0.03,1,21,6.9,0,0,29.8,0.0,1,29.08,418.0,1931.0,0,0,73.0,81,65,,0,67.0
9.6,0,0,7.0,0,2011-06-28,0.0,54,0,0,0,,0,0.0,0.0,0.0,0,30,9.1,0,0,29.98,0.0,1,29.28,419.0,1931.0,0,0,72.0,81,63,,0,61.0
5.4,0,0,5.0,0,2011-06-29,0.0,56,0,0,0,,0,0.0,0.0,0.0,0,8,3.7,0,0,30.06,0.0,1,29.35,419.0,1931.0,0,0,70.0,81,59,,0,62.0
9.4,0,0,9.0,0,2011-06-30,0.0,62,0,0,0,,0,0.0,0.0,0.001,0,17,8.2,0,0,30.0,0.0,1,29.28,419.0,1931.0,0,0,74.0,88,60,,0,67.0
14.9,0,0,16.0,0,2011-07-01,0.0,62,0,0,0,,0,0.0,0.0,0.0,0,18,14.3,0,0,29.96,0.0,1,29.24,420.0,1931.0,0,0,81.0,89,72,,0,68.0
8.3,0,1,18.0,0,2011-07-02,0.0,70,0,0,0,,0,0.0,0.0,0.0,0,24,3.9,0,0,29.95,0.0,1,29.25,420.0,1931.0,0,0,83.0,94,71,,0,74.0
5.9,0,0,12.0,0,2011-07-03,0.0,57,0,0,0,,0,0.0,0.0,0.0,0,2,4.7,0,0,29.98,0.0,1,29.28,421.0,1931.0,0,0,77.0,84,69,,0,65.0
4.3,0,0,12.0,0,2011-07-04,0.0,55,0,0,0,,0,0.0,0.0,0.0,0,5,2.9,0,0,29.97,0.0,1,29.26,422.0,1930.0,0,0,77.0,89,65,,0,64.0
6.2,0,0,15.0,0,2011-07-05,0.0,60,0,0,0,,0,0.0,0.0,0.0,0,28,5.2,0,0,29.96,0.0,1,29.25,422.0,1930.0,0,0,80.0,91,68,,0,68.0
7.5,0,0,13.0,0,2011-07-06,0.0,61,0,0,0,,0,0.0,0.0,0.001,0,4,5.7,0,0,29.97,0.0,1,29.27,423.0,1930.0,0,0,78.0,86,70,,0,67.0
